Product Name,Product ID
Bell foundries,7238e429cee23f0ebd357fe56ff06f5a
Bell machining,359b8efcf3d2c720dc7a04c4fd0ece6f
Bell packaging machine,709b01f40454a7864b3beec2f018dfb1
Bell plaques,f8d6d681fe9155918c45f57ac08b0fa2
Bell towers,49c683e4293e8bb92c388784a8d33a18
Bell vacuum packing machine,a9270383987d47dfd22e991a6edfcc9b
Belleville spring washers,b31359f21b5ed41e65ed0d08e080b4d9
Bellows,c8243b04edcadc6578881d79c439e1a0
Bellows - machine tools,bb9456810e2207c51b6055977738c623
Bellows coupling,f2d30cabf7b8544e2e0a42e506cb351b
Bellows for protection,e9b4e1273b9b99bfa15c3df2b5a88eff
Bellows valves,d21616f5c50c8ffe7271fc40a25c3482
"Bellows, chemical-resistant",a3f5d8dfccf7f95b30a9788d13e9e42a
"Bellows, heat-resistant",f467455345e5766bb6d1f6bbe18b44d8
"Bells, casting",98c620e257350acd236aae2d0166845e
Below ground weigh-bridge,d43f930be1d3f82c2f9827620916882e
Belt,d1d0518303e6170ce9bb8bc1bd54248c
Belt bags,b7066c978f1ce0ce9f4b4d09d3e13ddc
Belt blades,0a9b44a98ddf6155caf85fe3b50ce982
Belt case,5b83f1fcdb9294aa76e10f572982b26f
Belt conveyors for machines,5e44793f274624cd41b0bc546029db83
Belt distribution kit,7e2bd1b81ba7e1121b80caaae4b6eaa0
Belt electromagnetic separators,aca798f751d50c835265b03334928bfd
Belt elevators,113cfe26c3bc07ea77f9184d02bf4543
Belt filters,5ea47156aff3a0010d96064836970108
"Belt polishing machines for marble, granite and stone",92c9adcbcfc5ec80030862c00f399a32
Belt repairs,3cde43fee385d00080bed0615016ffb3
Belt sanders,5bdd26f7b3c353543c3342b6afd26ba9
Belted farm tractors,e38f72de7761bd26fcc506554e59675d
Belts,044521e5145fe9bef15063b9594ee586
Belts and bands for technical uses,65aa7c29f01a2031c6ff1c1ce3b2b7f1
Belts and lead weights for divers,db4273cbf64dca67399a673e1ff08168
Belts for conveyors and elevators,eeff55ac828468a8fc9f4b29590509a6
Belts for elevators,19b0c2b48ca759e61fa345cd2404cce8
Belts for mechanical goods conveyors,12a1935cd2ca135c38c1a5e730e10e80
Belts for paper manufacturers,2c7aa6087f522f2d302312039293bbd5
Belts for straw shakers,b2e5017aa7fc0156542788a9a8c41b8a
Belts for the automotive industry,62544115b230be785eeed30d73f03eab
Belts with heat vulcanised sides and reinforcement,8e70a400741407fe8a5cb8cfc03c1802
Belts with metal cables,9dab94e68d7c855f1dd45bf4d68bc6a2
"Belts, printed",77a41a9a4aa107f9cb703a2285bf32e9
Bench covers,80f9c4b16fef5d910f8b4994efae4ed7
Bench grinder,287bd4cd172f4509758ef6b3ca2790cf
Bench welding,207217051725602ae88478beeb4fb7ce
Bench-top manual profile bender,fdc054490d425a64c09d528db8753289
Benches,62f477699947d07741c8220169cf98a4
Benches for calibrating injectors,4797801de1056baa944bac1d71bb5ce6
"Benches, park",5bb0307d4645db91e6e65e898a74b83e
Bendable cartridge heaters,af0fcae1fba64854a340cab5563fbbf9
Bending,5b5216636841252051e688193e81f767
Bending - steels and metals,f719b87e9bb0a72c6601361d1db37ab5
Bending aluminium sections,ae0833d18a861572a437e2aa2ec2184a
Bending machine,ad1c5e4c86d4372084ed05af93a6980a
Bending machine tools,0e947413f2309b1318ca7975f5e00d55
Bending machines,5dd40bfbda4ee11f7ae85162fb7fab47
Bending machines for motor vehicles,43e9d68da30d1a332b61907703428f30
Bending machines for sheet metal work,6fa67fc4eccab2617685967164886a4b
Bending of industrial vehicles,96fdd175bbdd7870cd9d9b7a44714aa3
Bending of metal structural shapes,dc2b9273aab6f9ad84fcc65142421a9c
Bending of the rail path,446b3c68a8931843463eb4eddf56f773
Bending presses,2cb95a515572536377d6a17adc469f7e
Bending shears,40fe55a3aa6c50b79f9300b3fd89e51e
Bent wire parts,f9052258254c68d8b980fc15d0bbf5a0
Bentonite,c2c6784c5b5c3494eba740bc88f393ff
Benzene,0981a60c78d1517ee19f2687d6936d6c
Benzol,c024ad5247c6182edf6f5578c84efbfb
Berber rug,1913d43725f69452e1579801f1faac36
Berets,af1c5665da3069389f8438aea56def8b
Berlingot boiled sweets,0919d4a8b69fde08aa8f449910d5bf18
Bermudas for children and teenagers,d92309ee9692657b3755017a5b5f1e3e
Bernese sauce,8eeac17a246aba6a1af8b74a90770d59
Berries,c89f71156fb3b129973d288f48c1a0a2
Beryllium,8c867d6b1a0f6305e8baa458d8c25eb7
Beryllium copper,3f777081da8303063aaed4370dd46bee
Bespoke chains,484d39788c6126f42da24a8780260da4
Bespoke cutting,b73ff829658554449258586d8a17cd70
Bespoke design with wood,3e7d0f16d82a7c1d3759ce68484d5314
Bespoke galvanising,9d3b65709847482679635a6d33fb17ff
Bespoke geared motors,13303888a6092207b06b1da604ca74d2
Bespoke hall construction,21307142449bf134f98e20e5531ad40e
Bespoke machining,12260c1be61756bff0662704b3bcdba3
Bespoke mechanical machining,d9ea35b08e9fa69008216b3e30890dc9
Bespoke metal cutting service,460e0458e98ccfa50fb110fea61d20e7
Bespoke packing machines,3d1746f32d1cc74bd1ec2da3585209c6
Bespoke plastic crushing,c40e18dc8c2d199322db7e02b8ad2878
Bespoke stainless steel cabinet,2a8e4d2894e90a8fa9ce576adc72faac
Bespoke sticking,c2a7ca16db4ddad44c8b2774ba1af148
Bespoke switch,5dfcce368d9f376f2efc8419c58dd774
Bespoke wine cabinets,7b867edd13397ca5b368ba2513937b63
Bespoke wire covers,413fd810c15d5276f42bdc1b190621e0
Bespoke wooden pallets,3edc54b81eb6899af1de6846ef789aff
Betting shop supplies,ad688a80bff8f893cd5fad47be5a521c
Bevel gear pairs for transmissions,dbc241a3a605e5d21d248d953674b514
Bevel gear reducers,82792aa5d56660f23148004b395bb726
Bevelling machines,1933f00996adb66b18d274e277a5c64d
Beverage caps,2e1c45025a70e62a09ff9fa440b509db
Beverage industry - machinery and equipment,97dcf820e32230865858f8eb0e2b8c2c
Beverage mixes,7fe8a156c03c9b1a70b45022518b150e
Beverage suppliers for hotels,8da2f7f177cad222c5d9cfbb0c06c7b6
Beverage suppliers for restaurants,d4f067b1b3e483d7884d1250b3f40b79
Beverages - concentrates and powders,4843737d616283d8df7cf0a1b46c25c0
Beverages - import-export,855644a0dfb8e4c208d0a868118def2e
Bezels,cc655a76168305d139635376a805b305
Bi-axial sensors,731eef703af4c71fa371ebaf5e281266
Bi-layer printed circuits,5dc52b21e7023e85988b3633261cee37
Bi-material plastic injection moulding,090c6316aad57fd9bc45a057439e0d15
Biancame,6729398fefc593111bd251f54ed6023e
Bias binding,545e081040e2099d1ef437da7c3b6869
Bibles,ae994a855d42e85ae38258ace8466a69
Bicycl anti-theft device,d3553077badee4296dd0b7b9e529450b
Bicycle accessories,d7f797775f9c3c38bc20762df1494cd9
Bicycle accessories and supplies,b9469f31f3ecb675cf6072a9b4eaf792
Bicycle baskets,bba0ca7b432588c3eb111260d02b687b
Bicycle bells,331b5d1d430304a4161cf1d8e8bb582d
Bicycle brakes,0d1d0ce0f9ca99f648611d1d273fa726
Bicycle carrier,7f6f18baf4e5fb6e345dc199013be66f
Bicycle chain guards,c3ed28b41d48d535edb2570260580db3
Bicycle components and parts,3c04a6c550bebbbb66aa48729345f4d6
Bicycle covers,b520cd626e2c4b988afcbfb0b21a5fbd
Bicycle distance meters,4a74ac95cf2eed7795212e5beba0170c
Bicycle flags,685cf714a80dfbdc21fea35d12be5fbc
Bicycle frames,3808cb1396a3865eea101528dd67a4da
Bicycle gears,7869cf056544dc18ca7a4e1fda96a0fa
Bicycle hire,35f5fc557fdc3a74b19cffa854af440a
Bicycle mudguards,45818f82ec6fc7f27e71d5bddecdd95b
Bicycle parcel racks,2bc9febf910bb92ebb6045b69a00023b
Bicycle parts and components,1b46f01290244886974eeaf2c8a8d824
Bicycle pedals,c2aa32399530493ec2536172de995918
Bicycle pump bracket,e7e2cbc4d264e2c384e3468e461bf4f5
Bicycle racks,63da7d992b067ebe874388aecb44893c
Bicycle repairs,5caeb440dcffce85b62a75bf8dd7382d
Bicycle saddlebags,98817c730492b1588fb816fb6ae9c972
Bicycle saddles,fbb10031996eea230842a81fa60ac6bb
Bicycle service,355400675a57908d316aa10264e4abdd
Bicycle shift sprocket wheels,aa4e3f177553a6f7a816dd9358992224
Bicycle shock-absorbers,a0358f85ef714e47a21b1e3f6d0a5ca6
Bicycle stands,956f40af581ff11d5702519bbb70e362
Bicycle tool holders,622b644d7eb1adfbb90ad4785c59bc6b
Bicycle trailers,9e04dac1a703c0343eb4b359bf1d8cf0
Bicycle tyre pumps,a31666bce5c49f91ffc30f032f3a89f7
Bicycle tyres,2e09bb63196e94c20a63020aab70eedf
Bicycle water bottles,519a7cb6bef09c61e3089793dedbd7d1
Bicycle water-bottle holders,727693e7ce84a4001631c5867b7918e0
Bicycle wheels,c328786d6952a808b7c5c90fce678afc
"Bicycle, moped and motorcycle industry trade associations",477c05092d8c25c6def0abaa4053b4f3
Bicycles,eda94b3b2e0515b318c8200436d3b780
"Bicycles, accessories and parts",d25ea6b1f294d181297f2b324a4b6d10
Bidets,862d6a9df5fed46aadb11d6d958afb40
Bidets for the disabled,efa9af2fd711984506eac7460e24b030
Bidirectional slide valve,c611e6a6e5c4fdc55868b1c2cbd3a7be
Bifocal glasses,14571df261ca387eccf1a1d6811c0bce
Bifurcated rivets,19355c3924f93ccd46c5b1996e1ea488
Big bags,64e081bffb6bb24b0d6190d1f6b084ce
Big bags for asbestos elimination,579ff15bb5d1aa3491568bbdefc8c55d
Big bags for chemicals,afd48dc924d2572babbb8b62b6f08bc5
Big bags for foodstuffs,1dba2909897e3ecec142aa93e43ef3f5
Big bags for mining equipment,ccd6aa5897a8a135bdf528cbf3507444
Big boxes,f6d98ee3617388cf676a6ce3a60d107b
Big brushes,db0c7c91cea3268d78dbb71febdde308
Big dippers for luna park,1128dc36f21398f17647dc13f85ddba4
Big half-round roof tiles,7286ef9dcf4402cccfe9e9562c76908e
Big handles,6ace2ada69fa1ce086db0b9e2d66ab8c
Big tables,bfb147e29ed373a37a3e9002c086cd3d
Bike carrier,48ae03ad33d65aa36890bfae18a543ae
Bike rental,bebcf44fbe21f8122f34ab9014e83f3c
Bikinis,444ffe670389e4ef57c57cda6a5ab5b6
Bilberry anthocyanidin,fff294f681c94392ebbda52d06649baf
Bill-posting,ab7c29f9b3526ce5c66bf2e148b75783
BILLARD controls 3D gears,fb40019a4aa1b6778d88a6761aae0ab0
Billard engrenages aeronautics sector,b3e277c52a209172116cf428c186d6cb
Billboard advertising,e0bd6b59109d9eeca765b91450734cf6
Billboards,c402aa814b62f6875f9313e0023535b6
Billiard accessories,c27b063a237b517a0988b14c204b5526
Billiard balls,623377e745c3bd7f91d3b950ac794599
Billiard design,4ae02ba28a9e99f0c29fc3f3ff61cd42
Billiard maintenance and repairs,29e5c2ae077a8801c42346931d06a3ff
Billiard restoration,e7ce02c56afe27d4176e379f33d73979
Billiard table,d72cd19d10e538207daf50acb23abeab
Billiard table preparation,f6dcf38a8e4ed621cdfa7fe79725df4a
Billiard table repairs,e353411ed3861450d0f1ac82b02e4f81
Billiard tables,399ba10930dd83f8841f82bba0d1f7a2
Billiard tables and accessories,d20584c995ecbbd8823ab6954a2e40ac
Billiard-table baize,a4d4cbc210ff2d95bf0813a4c42737f5
Billiard-tables,e09561ae3eaad490955ec762178c4ed4
Billiards rental,08cb434b28d1ef5b646c7bd83e0816d3
Billing,780c462e85ba4399a5d42e88f69a15ca
Bimetallic bush,45b3b3ded9d8f84ff5f68f2b711f8b82
Bimetallic thermostats,4a7c7f1179fcf9fd0a98c010bcc514ba
Binder spines,8fe615e168227cdbf30346ea2597d6f4
Binders,e5d9ff82d8df30411cde82e90fdf8f9c
Binders for building materials,5fc10e0f99a55cec346a4d6dd2b96dca
Binders for ceramic compounds,da62426443b2b7f6fce64de2a975c720
Binders for packaging,94f7cf71c9d0a052add0322384aabfc3
Binding,a2ebfe0e8e16f2c81865ce3da74bc605
Binding - machinery and equipment,b7bfe3089874613bdf8e8ba2e027464e
Binding and finishing,81e54b5031f942178f2b7f7717415e88
Binding covers bound in board,4d62a1c3e68862cafc7e003146fb206a
Binding machines,7e5e9126a51e3d47a62ef70a3a1c4281
Binding machines for prepared meat products,e2e687464b916a9e849d687c6b42f236
Binding services,717955d8e60728b7892edb26070d95e4
Binding supplies,da845c29dc8f99d73a6d5f058d992444
Binoculars,93f3f25467b7b8edb0028071c4cb2e1a
Bins with pick opening,443dd00aeb024e23f3e9fdaeb6953023
"Bins, tanks and hampers - goods handling",fc5ba23c6d5ce42605122b3748a25d50
Bio certified essential oils,0a591d1e2e2b2cf3e3ecfef571801948
Bio cleaning products,0647912abfb336e1202c29c61de69c91
Bio-energy reading,67ce4cbf2475929c9ad188ac80755e93
Bio-stimulants - fertilisers,17c0159102f4c51241d72fc994af0341
Bioarchitecture,3dd0ff710bc492d2153af0e22a8ebe72
Biobuilding,79e0d77386cfbadee2dd15df43ad5cd9
Biochemical analysis laboratory,61a0984fa7f5634651ef3cff8b9963b7
Biochemical research,ad9f0bd3c191a0920224349df953984d
"Biochemicals, environment - scientific study",4306a4a9f982d9ad701a9c43126ee62c
Biochemistry - products,4acb97719a94249d9d1a380a07316f13
Biocide hand products,1329aa9ccab87b1f5ab99e4fed8abed7
Biocide manufacturer,6d3d3a9ae690690e735876b3394e7715
Biocides,ce9e7720ba604f881e6769bdb43d8f2f
Biocosmetic products,c92e906ecbc669db6e007f9b10e2c32f
Biocosmetic research,13781063acc2e1097526db7cb891bcff
Biodegradable bags,de71f608f8405d028b0fddb6e5a2b15b
Biodegradable clothes hangers,dd05a557863bb1bacf67feffc6668a4f
Biodegradable industrial cleaning product,589f93beb54d7bb8707ae822f08aade7
Biodegradable lubricants,a21b7b2526e28eb95aced7d3f9672eda
Biodegradable maintenance product,1622a8e6ca59c46c2443d2c0c03245a0
Biodegradable packaging,cecd353329ee8d23961093d086fff5fd
Biodegradable plastic bags,28fee938f2c62cd0f1af0336efdcb954
Biodegradable plates,462d68f36e1f4803160d0cdb94d3e8c5
Biodegradable waste,4c29aa6014241d42b017cbffc246329f
Biodiesel,41a131be514679921279a6f4d37dace2
Biodynamic agriculture,bbc85fdd7ae5fcf438aa2f60d9bacf87
Biodynamic foods,0a6093da7546e99f733f50fb42dd753b
Bioecological architecture,a399725791a840621d18c8c87f16ddde
Bioenergies,845998f449ff1bf7b224af38b6c88da7
Bioenvironmentally-friendly furniture,f9ba63b8ae4c2131facdc65c10957ebd
Bioethanol,33f37bbc00b5e83b3fa17adc9c69c84e
Biofuel,c08926ddec5a945ce4c8d025c081be42
Biofuel Biomass,fb0a3421096bcb8a50de28fefa1defb1
Biofuels,61379234ad55132c0829da6915b3ae10
Biogas,724110c325ba2cad458e7bdb5e0318b0
Biogas and biofuel - energy use,772bccc6b844cea2744d36b73d197c12
Biogas and biofuels - energy uses,8412855c9eec8f792c9b61d166c36db0
Biogas cogeneration plant,e1f79ef64e5963bad32eac5deb205388
Biogas energy consultants,d32811b26dac5aec48b8386a90608a04
Biogas monitoring,a1393fcec45010bbde037bb6587e445c
Biogas torches,37157157c79c31ca503c2fb81f625446
Biological activators,c27330ced2c60b0d41e193ee2f97be09
Biological and microbiological analysis laboratories,91017912d166ae404ba9864f066fd698
Biological butchering,4f585306dfa400a29deaf5c8608207d3
Biological damage assessment,e7545ca15deff169771e3969c2fd1517
Biological feeds,6becaa989143bca2bc784945ee9dbe11
Biological germinators,81e6c213a721b94d1357439b132a5a91
Biological marmalade,b1cce0d45dd06f8bd831a075b5dd4982
Biological meat butchering,657f5ae42d4a109b9fcefe7294327e27
Biological oils,9d1906221d6583a5251b07b4b5239cb2
Biological treatment of waste water,4d75b2dfae8cb4bb01b784b06b5c7a4f
Biological water treatment plants,3659e43d2efafcd68e8980389cf09c46
Biologically active feed additives,59d576b1ef06511a7be15e17f730cade
Biology - educational materials,a43f13b2b40365aad5dcf2f67c86d2d4
Biology - studies and research,0dd082929ea9ed7ecbbc1d04b6d93242
Biology consultants,70ec57d528472003972b31776f39ccd8
Biomass,57a34c10edc9db4cc4fbfc06367285f8
Biomass energy - production,7275b1a02c225e79c745fabd4026c4f9
Biomass fuel boilers,fe79097c04d496caffe50ee5ba898458
Biomass heating,be8effcbf2c9801656a1156a000e3a0b
Biomass plants,0094461d86cc1eabce29d5fbbb7af0c3
Biomass steam boiler,6faf39266c968be905a70a1aff4b42af
Biomass water heaters,94f40926f369ccb65ce7060d6f67b285
Biomattress,e4dfb83619e2313bef96b10fd536d4b9
Biomechanics,0b98954fb95f6eab8992602fdc1dc4fc
Biomedical,5f3fc01e9f8cff0b3a9965d8b4ecf520
Biomedical equipment,4582028aef922e86ee36c45463d96ca7
Biometric badge reader,3e1db2aaaf36df74cfde8fdf2a021e72
Biometric burglar alarm systems,17fb201f1d2b0f9ecdbe2f1dd37d1efd
Biometric control - services,c3f8b00bb819ffcfe9a687bab4ca8baa
Biometric detection equipment,c8117ced2e2bc8f3345fa3d01a17f6aa
Biometric ID cards,770a98ca6aaebde445909c1eab508cfd
Biometric lock,66dd04e8a5492d11195c14b164a46d98
Biometric readers,a4687fb9f1ad2c6188b95e28fbbfa9d3
Biometric time recorder-badge reader,23209bd87731d8f67eea2d861d5e3c76
Biometrics,3264c60bbf5761a49b37555a66158ee6
Biopharmaceutical products,019f3a772eb66ac896d72f86ee57d7ad
Biopharmaceutical research,407281f7d0945dc1ffaf694dcc12a483
Biopharmacy - products,27e5a61af1ab84744373b58ef5b5e112
Bioprocess engineering,4f71bad5b3b1412d5eb5fd7b6f98e78b
Biopsy,d8a0b920776976efad99f6d5865993d3
Bioreactor plants,de8ba0396cad353e66ff113b84501f86
Bioresonance,09a5fba7ac628a6a68bb81bb6cc5be45
Biosafety laboratories,1f65ebaf5eb542ee7f5c1ecfea11849b
Biostimulants,9fc114e4c53ef0a398ece5ca5bead337
Biotechnical research for the pharmaceutical sector,65a7726ced4c94af379dd6392ee41420
Biotechnological pharmaceutical preparations,ce53bc9b5b687f93a2530710e581ce32
Biotechnological research for the food sector,168e9f68eb63e1fb1e6c48d78e6c4b8c
Biotechnologies,498f1ed700527d1b265a02ddfcb4a6a6
Biotechnologies for agriculture,4e8696d783c10e1b6c790d8882e8d758
Biotechnology,8a07f2e22f8569cb73eebad5a52471d8
Biotechnology consultants,4a2b6f039311ade1176fd31aaacaf4b2
Biotechnology research,fc97ebb03d623833dc4a9a6662389816
Biotechnology research in the chemicals sector,3fef66196046ca3dad5e04884658aef3
Biotherapeutic medical items,bcdeb899a45db4bf7c3808d522e7d568
Birch,6d5e6e3507013f10c7ca42692fa8e0c6
Birch firewood,ea5399e93e908d29ea69598fccbe12bd
Birch logs,7a8f677dee63a5ce0b4b69fbdfdf4751
Birch sawn timber,955f0432ad969b6ea1ebc321f01ecbaa
Birch timber,c5a075bd13c78456cce05bd2d8ce0319
Birch wood slats,18169977d81ee428777ce24320b90688
Birck furnaces,69c48e89ffed3da55fc226be916f2654
Bird biscuits,e81d09ba24f2e8249adbb0973743044a
Bird breeding,f6637e74961a6c12aa83a3f3200aef3d
Bird cages and aviaries,6d747c5f4bdcb175170634adfb2c3bca
Bird control,9e18d3cd4db764707b6f12eccacb671e
Bird decoys,1bef174c2913e6cc32e6f35104386bb6
Bird dispersing systems,83cf656183535da8af210e8cb8bf20df
Bird food,4d753c62027fc716b7a881bdc8241d60
Bird food supplements,0f954a74041cb1e35f21da6b5aca0000
Bird nets,9da4f0b971af8601873a11a86dad1b63
Bird repellents,5400dfdc6c99499a8240ea10c42b64c7
Bird shop,21eb1be0303c45448d4ee1577bb56dca
Bird sticks,b6e05f851ade11bafc9b1888cfc9d9dc
Birds,8587a72eab920162227602c75e6ca1c0
Birds' nests,fb40af03991e452c61dfa1334f519740
Birdseed,d56d5d1e88c5baff46704e5947de36f9
Birthday candles,97066ae0c8bf48d1c9b863edb6f8c3fb
Biscuit draining machines,eb8c135dcc78b0d0572b59b834bbf17b
Biscuit factory,7fcd40654ce9664be8a0de03afc95be0
Biscuit making,2689b000c3920616fc3ea2df887f858b
Biscuit moulds,5ccf7fac27b0185b2ec39267950affc1
Biscuit production,0bec8c0df30c74698470ca2218e95a19
Biscuit production systems and equipment,ba563b8671c0783dcf4249141243cf99
Biscuit tins,7b7b8f106674d11f15dc0044b78533de
Biscuit-making - machinery and equipment,96e6861d91c127726a3a47b05e292117
Biscuits,db2d405bda8a6980a6f0c1362624368c
Biscuits for infants,d2d6b3e9734d49e2c43478e405c401b0
Biscuits for rodents,63b80c3fcfd764661caf8dddb5179825
Biscuits without added sugar,693287bdee58a7aa34f22b2d907165ef
Bison meat,5674fd48e2f796132e30089db3a6d24f
Bit,ed98fd4f2d1aeadad43670b2d07d5b40
Bitter almonds,e3ce001088df8cfbd3960fdb964b70ed
Bitters,2326d3967f280ca60e01be59c6da01c3
Bitumen,9245c3e100cf85f776f59cbb77c86c02
Bitumen blocks,b51d046571c7b1d552e7e4b0d870098a
Bitumen for roads,6228d5d7f094a242fd6e7aff0396868e
Bitumen-coated roof tile,0c1c2e6d27cca8f198516de583e68741
Bitumens,b9b323c786cd18bc646f9b21f4225c2a
Bituminised cladding materials for industrial sites,5811843a234c3c57920ce2ba7659198a
Bituminised ducts,d85a3b13f8add84a5cd8af2d7d67c5ef
Bituminised flooring for civic use outdoors,cd89966340f303e5159b6f7dfe5b69e6
Bituminised flooring for residential interiors,5511483b59687949774b6e5e2377b196
Bituminous covers,b1c0463b417738d4d848c84c99b682e0
Bituminous emulsions,9baa09146b657648f3b1833a6148ba0f
Bituminous macadam for road paving,636ea24077d9d4e3b0ffeebe026774b8
Bituminous membranes,56ccf14fcd3c13ec79cb25ef5f4ab0e1
Bituminous rock,64d95220c00603d19bbc63b9b6ab62d1
Biweekly,41e1aec44539e2610172ca909d6fce31
Black and white photoceramics,2d4ffa01bccd7719377eab7f907f74da
Black and white printed paper,c7bc32d983043b1ebfd1eee195e250de
Black beans,97281cc595752075544f8b2540b84da0
Black berries,4135a50af270869d00fa32bfd1551569
Black berries in syrup,2ca89a7365a6a6b29f6b5bc7cc6846d4
Black galvanizing,267fb2c64b64d30899a8aaf6e36be9ad
Black granite,1cf1c91073bff7d2ec42edd7bb12cd1b
Black light tubes,6cb6eca5a7bfa86ddf5b84e22647bccb
Black olives,1181d6048610a19ec35837718743b4b8
Black oxidation,df9618b0ecd919e35e02b1d0e893418c
Black powder,1dade66ed955cb6a0dda014ff10786b4
Black soap,ded07cf7ab1116c8eb61d3e4381add7d
Black truffles,3b95f36ade49e5c89e728d5b8a91475c
Black wire,6426e7825eda1d3bfd9c3719b4d7897b
Black-out curtains,c4a9d03b667d1f1b28d53c50cc0733cd
Black/white foam tapes,f4b5022298064b4e002b20f18446cc7a
Black&white portraits,2f869058a7d70cfd6fdd496e28de5348
Black&white printing,64beb490d3a04060b04b87a8bac6df68
Blackboards,c5f99e60a5882439b09847ab7932710b
Blackout fabric,f3a75c5ab7febadaa514989da32b6e8e
Blackout fabric for blinds,3d3361ba88a29b52909c4ebeed8ab25e
Blacksmithing,fd02aeed8270150110d7ae5d6b5dbab4
Blade fan,6faa0d539bdb840b9047fe9236308068
Blade repair,8e8598b9bef949a7084d524929a94ec5
Blade sharpening,ab365eebcdc487bd269f2b6334f79789
Blade sharpening for the food industry,e5f8946b50841c08c33681b1524c4c76
Blade welding,3fb9a9f2cfc2a873e17e6f72f9126ce3
Bladed deslimer for mines and quarries,d8be40c502bfeb4caf937eeb300dda5a
Bladed weapons,b01674d5bd738e07b44642855e0c0349
Blades,35248b1509cf6e060e826e93bd786dd1
"Blades and knives, industrial",e2440e8feb2ff7d693220a3892228739
Blades for bakery machines,cef8b17f635666e08e7a3e7840243cb3
Blades for beet harvesters,1ebb4fd07038465f3dd4ec298eb14520
Blades for bread slicing machines,93884ba47ed49ab326aa3ad8a9d5164e
Blades for canning,a3046f32119b95e80fdb2df61725e1ec
Blades for cutting abrasive articles,10943ce01852a56faa5b5647a1a0366c
Blades for cutting plastic film,66bd512988338f64c881fde4e76508ef
Blades for earthmoving machines,a7d36d4d8310ea2999fd0b2f43fbc832
Blades for excavators,6f0d58765a280f53bf5f99c6113313f0
Blades for macerators,0f15946f201d32a47c8ecf37b96080f8
Blades for metalwork tooling machines,2180c455b5dda90754ee80a69ba78377
Blades for packaging machines,c644cb4afbf481933f4ebd2130f636f7
Blades for power tools,554a7caa8eac4f2c3f75824117f48754
Blades for sawing machines,de1eb8da3f0e3f6dc1ea6f129895cd68
Blades for saws and cutting machines,7b687a501c6b53406c26db8c2836b38c
Blades for the meat processing sector,e55509d791487d94f39cba5ed26f8738
"Blades, circular",07e499cf6c8e24f7d27a88ff697347f9
"Blades, guillotine",0ef4adae9e169eb4b6216b435dd2b76b
"Blades, machine tool",501a18a915b62d62bb774672fb105820
"Blades, straight",a4f2da11f56ae03cf90ed730d4634642
Blanched almonds,2c80989521a878cb2edc355101540ef4
Blanched champignons,7e87cfb6bfdcca8ddfa9a817fa739133
Blank self-adhesive label,3a8067b7bc20e008efb68312cb111876
Blanket,6cdc67f5032b6e934e9b1a5496e0482e
Blankets,be5f01cf2dabb2b65472c1f7672d88cb
"Blankets, bedspreads, duvets and eiderdowns",5a930bb1ac1e371e98abc326b8691790
Blanking,76db58125d595460a6a6045711c1e428
Blanking covers for solenoid valves,ac841e4d186cde894202293fb9df002e
Blast cleaning equipment,72c0fc4347c047610b0468c9cbe44cdc
Blast furnace cement for retention barriers,d96169c166c27002546c36973b305890
Blast furnace demolition,982990d49a6ede40865afa8a44237ac3
Blast proof door,a379589861bc811790296b0a579f9650
Blasting balls,d56b85fb77fae2c9fc761e616078d12a
Blasting chambers,ff5a96ecac7306af0765eb13a4c7b60e
Blasting equipment for tunnelling,64d52bd2c7e20e53fe7b79aad65cd07a
Bleaches,d157cdc6efd28b8b05d0a5ebbc9ac02b
Bleaching agents for paper making,dc70e08ba1730d0f4613fd3ff41cc9cb
Bleaching powder,0200a28e79ecb790364170d813a46920
Bleaching powders,769c148294c2f44300ec396890586018
Bleaching products,ce1d8de3d0e17de054548ddf825e8d08
Bleaching textile fibers and yarns,7c7ff37287bd174246fa4412cdb6d639
Bleaching textiles and textile products,dd4e64b38745e069f5918853a4f9b73d
Bleed taps,6798bb25e338dce7f49823b13372dccf
Bleed valves and flushing devices,23ee36f0ff0f57f7cc4a80ad328f8c03
Blended organic coffees,9dc998568f5498c685a6122f218d2e8a
Blended silk and natural fibre yarns,b64c142868971689626c2be8f798a873
Blended silk fabrics,feef7ece51fe304a9d9deb1468770b85
Blender,482982e64aebd743da9392fbc4b1f5d8
"Blenders, electric",67ffba8b60b390d998704de87c6f309d
Blending,84e358c0cfad27b29c41c888167828f3
Blepharoplasty,b285f4d8d3b9d86e9466157bd3ad1f2a
Blind fabric,2588cb36b3c10cf494b3ba9a0cd2cf34
Blind repairs,a0135ae5c6612a20876e8a6b1bad0694
Blind rivet technology,b58b921d10db9ae391b5a8a09e2be9b0
Blind with retractable arms,65fde5043ad1427b6c3e9fd5f2563423
Blind with storage box,166d3c738305e62690627d3c934794e0
Blinds,d6dfc5d7be77e6b7547136ed138c9045
Blinds with extendable rods,e585032d524642f56812e4ae32736ece
Blister packing machinery,b58a5cf572f7653ff7195c30c9797952
Blister packs,3df0f85ef987bf979a63a038e9df842c
Blister-packing,5b5cc1fc2f65da1802565c2fb4fe7e6b
"Block cutters for marble, granite and stone",36254d4f579ef92ca3bd3e5e21802033
Block cutters for the building trade,a3be01ba48e3f5c5396688a9162667a3
Block dies,486195f856e086daf528d9f9d6ab6f7d
Block link chains,4d192e67fe0ee1b2238c286cc02659c9
Block Machine,64dde9010c54f6f608f4bec030902442
